Fossil Family,Body part,Original Cost,Adjusted Cost
Tyrannosauridae,Nest with eggs,2587515.37,2914885.2
Ceratopsidae,Composite skeleton,973458.14,1067736.3
Tarbosauridae,Nest with eggs,786370.8,909390.07
Hadrosauridae,Virtually complete skeleton,2339887.38,2546274.66
Camptosauridae,Virtually complete skeleton,1240408.17,1316209.38
Ceratopsidae,Partial skeleton,1072324.53,1229054.43
Hypsilophodontidae,Femur,253572.81,276783.23
Hypsilophodontidae,Skull,385142.08,459583.84
Allosauridae,Femur,1590247.93,1675712.96
Ceratopsidae,Femur,490177.21,529207.04
Hypsilophodontidae,Partial skeleton,526933.14,601054.96
Stegosauridae,Skull,10679500.09,11989949.73
Unidentified,Composite skeleton,357766.48,379507.59
Diplodocidae,Skeleton,4711297.35,5505503.2
Diplodocidae,Skull,3007336.56,3586498.35
Hypsilophodontidae,Articulated leg,407980.89,431742.33
Camptosauridae,Articulated leg,597305.13,634621.17
Diplodocidae,Partial skeleton,3519682.09,3998534.17
Dromaeosauridae,Femur,2209767.35,2515618.25
Tarbosauridae,Partial skeleton,1990901.57,2349711.33
Diplodocidae,Skull,2732452.72,3010830.52
Hypsilophodontidae,Composite skeleton,534456.64,586936.49
Tarbosauridae,Skeleton,2421021.38,2854371.73
Ceratopsidae,Virtually complete skeleton,1308637.89,1514453.09
Diplodocidae,Femur,2503510.08,2760701.63
Unidentified,Virtually complete skeleton,529772.21,574995.13
Hadrosauridae,Skeleton,1760080.83,1874483.29
Dromaeosauridae,Skeleton,3695217.68,4111505.42
Camptosauridae,Articulated leg,619542.72,693127.54
Hadrosauridae,Composite skeleton,1590159.48,1758580.11
Hadrosauridae,Skull,1427706.03,1683603.4
Stegosauridae,Partial skeleton,9849533.15,11305740.6
Allosauridae,Partial skeleton,2912111.07,3188604.44
Unidentified,Virtually complete skeleton,563115.19,663095.04
Camptosauridae,Femur,487518.64,520884.36
Allosauridae,Partial skeleton,2514828.25,2864029.17
Allosauridae,Femur,1732113.66,1881128.56
Apatosauridae,Virtually complete skeleton,10100590.03,11674292.25
Thescelosauridae,Virtually complete skeleton,569904.29,658777.71
Hypsilophodontidae,Virtually complete skeleton,709730.05,844489.93
Thescelosauridae,Composite skeleton,491980.48,548205.7
Thescelosauridae,Articulated leg,320268.1,346058.89
Tarbosauridae,Composite skeleton,2115002.27,2240159.71
Tarbosauridae,Composite skeleton,2007996.9,2365212.3
Tyrannosauridae,Femur,3745617.97,4452937.69
Ceratopsidae,Skeleton,1204856.4,1441478.69
Ceratopsidae,Skull,834922.78,969944.99
Unidentified,Articulated leg,247427.22,283687.09
Tarbosauridae,Articulated leg,1220951.62,1463863.89
Tarbosauridae,Femur,1261005.63,1507701.97
Tyrannosauridae,Nest with eggs,2648711.59,2819503.56
Camptosauridae,Articulated leg,666081.51,784837.67
Camptosauridae,Femur,660409.38,726048.25
Unidentified,Nest with eggs,116121.55,130217.85
Tarbosauridae,Skull,1419181.97,1525630.25
Tarbosauridae,Femur,1320958.16,1425759.6
Stegosauridae,Femur,6252196.43,6850470.89
Tyrannosauridae,Skull,4841810.52,5572039.38
Diplodocidae,Virtually complete skeleton,5415050.9,6402428.77
Allosauridae,Virtually complete skeleton,3096808.3,3592908.98
Hadrosauridae,Skeleton,1900375.34,2036161.46
Tarbosauridae,Nest with eggs,781514.64,869519.96
Thescelosauridae,Skull,376282.69,446414.67
Stegosauridae,Virtually complete skeleton,16606382.94,17684126.41
Tarbosauridae,Composite skeleton,1930610.3,2056347.91
Apatosauridae,Virtually complete skeleton,10879250.02,11884167.78
Camptosauridae,Skull,696673.9,826130.83
Tarbosauridae,Skeleton,2041161.82,2313323.63
Thescelosauridae,Virtually complete skeleton,634453.12,742955.06
Tarbosauridae,Nest with eggs,677877.17,811817.96
Tarbosauridae,Articulated leg,1243294.5,1435199.61
Dromaeosauridae,Nest with eggs,1192889.55,1331061.92
Hypsilophodontidae,Partial skeleton,489259.71,521398.17
Hadrosauridae,Virtually complete skeleton,1744901.95,1955635.3
Hadrosauridae,Skull,1196647.03,1283094.88
Diplodocidae,Skull,2835015.56,3385972.68
Thescelosauridae,Skeleton,549577.75,656564.69
Dromaeosauridae,Skeleton,3598090.34,3933943.5
Stegosauridae,Femur,8610587.3,10177633.28
Tarbosauridae,Skull,1545773.88,1750442.48
Dromaeosauridae,Skull,2389921.12,2548832.63
Allosauridae,Articulated leg,1731975.33,1965882.09
Ceratopsidae,Nest with eggs,432365.79,516640.5
Hypsilophodontidae,Virtually complete skeleton,683233.48,754882.01
Diplodocidae,Skeleton,4540820.13,5341394.97
Tarbosauridae,Skeleton,2106451.55,2414915.07
Tarbosauridae,Skull,1660572.85,1904751.25
Apatosauridae,Femur,4812902.67,5307780.43
Hypsilophodontidae,Nest with eggs,163564.98,188273.82
Dromaeosauridae,Composite skeleton,3047552.05,3532019.49
Dromaeosauridae,Skull,2879756.88,3251656.6
Diplodocidae,Femur,2190786.35,2534660.32
Allosauridae,Skull,2156498.52,2360763.75
Hadrosauridae,Partial skeleton,1585174.83,1847382.99
Thescelosauridae,Skull,351363.96,413768.73
Apatosauridae,Skull,4875029.53,5296633.78
Tarbosauridae,Partial skeleton,2019467.03,2420524.14
Hypsilophodontidae,Virtually complete skeleton,753228.14,872655.46
Diplodocidae,Femur,2298182.97,2562095.96
Unidentified,Composite skeleton,473105.39,551838.2
Hypsilophodontidae,Skull,442962.15,500707.12
Allosauridae,Virtually complete skeleton,3896816.35,4371939.1
Tarbosauridae,Skeleton,1996180.19,2205439.59
Stegosauridae,Virtually complete skeleton,16397213.11,18442126.08
Unidentified,Virtually complete skeleton,550476.06,638415.88
Hypsilophodontidae,Skull,398405.7,439647.41
Tyrannosauridae,Composite skeleton,7014896.48,7698504.23
Ceratopsidae,Virtually complete skeleton,1407179.71,1494026.29
Thescelosauridae,Skeleton,542451.15,601306.18
Allosauridae,Femur,1442755.72,1527047.23
Hadrosauridae,Nest with eggs,576719.89,659294.02
Apatosauridae,Nest with eggs,2639143.78,2812237.41
Hadrosauridae,Skeleton,1974850.81,2297387.35
Ceratopsidae,Partial skeleton,947440.32,1061227.06
Ceratopsidae,Virtually complete skeleton,1330679.98,1437610.09
Stegosauridae,Partial skeleton,13323536.56,14973115.13
Hypsilophodontidae,Nest with eggs,226057.85,253337.54
Hypsilophodontidae,Nest with eggs,226634.69,245548.34
Apatosauridae,Skull,5577563.14,6540058.5
Thescelosauridae,Skeleton,623762.57,736753.84
Allosauridae,Virtually complete skeleton,3756869.85,4228885.37
Allosauridae,Skeleton,3169670.36,3556706.17
Thescelosauridae,Partial skeleton,476925.22,564474.87
Stegosauridae,Nest with eggs,5155886.49,5614957.91
Dromaeosauridae,Virtually complete skeleton,4324147.99,5036940.53
Dromaeosauridae,Virtually complete skeleton,4952411.15,5660812.52
Tarbosauridae,Skull,1236996.97,1355707.42
Hypsilophodontidae,Partial skeleton,595187.34,651458.94
Hadrosauridae,Femur,894633.92,1065388.04
Tarbosauridae,Nest with eggs,825407.46,935185.15
Ceratopsidae,Articulated leg,772243.34,822478.99
Diplodocidae,Composite skeleton,4260573.75,4959696.24
Tyrannosauridae,Articulated leg,5702626.56,6489458.16
Diplodocidae,Partial skeleton,4061424.85,4309912.84
Thescelosauridae,Skeleton,531992.73,563926.96
Dromaeosauridae,Virtually complete skeleton,4302788.27,4736921.19
Hypsilophodontidae,Skeleton,581984.75,689229.36
Thescelosauridae,Articulated leg,250919.94,273843.97
Thescelosauridae,Femur,241532.9,287688.19
Tyrannosauridae,Nest with eggs,2812457.3,3302828.81
Stegosauridae,Virtually complete skeleton,17641628.51,20343823.87
Dromaeosauridae,Composite skeleton,3571474.16,4101859.71
Unidentified,Partial skeleton,397620.37,433645.72
Hypsilophodontidae,Femur,282092.09,303698.18
Thescelosauridae,Partial skeleton,466605.59,535603.33
Tarbosauridae,Partial skeleton,1792580.04,2059940.57
Stegosauridae,Partial skeleton,12729162.13,14182833.66
Tarbosauridae,Articulated leg,1197235.17,1420833.0
Hadrosauridae,Skeleton,1711324.16,1804365.44
Apatosauridae,Skull,6378133.97,6860283.66
Camptosauridae,Virtually complete skeleton,1159265.8,1274141.83
Diplodocidae,Articulated leg,2575792.91,2738431.6
Hypsilophodontidae,Femur,351766.99,415209.02
Dromaeosauridae,Composite skeleton,3349391.79,3872976.88
Thescelosauridae,Skeleton,502469.37,544851.29
Allosauridae,Nest with eggs,913545.53,999966.12
Diplodocidae,Articulated leg,2704695.51,3220239.08
Unidentified,Femur,192733.21,230573.28
Tarbosauridae,Articulated leg,1237986.36,1410156.19
Apatosauridae,Nest with eggs,3251548.77,3805034.42
Stegosauridae,Skull,10625435.2,12602532.24
Hypsilophodontidae,Skeleton,505185.93,548177.79
Hadrosauridae,Skull,1140595.03,1241907.44
Hypsilophodontidae,Partial skeleton,487267.14,539120.01
Dromaeosauridae,Partial skeleton,2853284.55,3340994.06
Camptosauridae,Skull,620723.06,725385.32
Tarbosauridae,Skeleton,2256769.3,2593355.67
Hadrosauridae,Composite skeleton,1795506.96,2047771.85
Diplodocidae,Composite skeleton,3609583.05,4001036.39
Tyrannosauridae,Articulated leg,3710288.08,4069999.26
Unidentified,Partial skeleton,394402.15,422273.12
Camptosauridae,Articulated leg,672994.71,767235.12
Unidentified,Composite skeleton,400525.37,433972.44
Dromaeosauridae,Articulated leg,2429379.66,2651450.32
Thescelosauridae,Skull,352332.2,379521.53
Hypsilophodontidae,Nest with eggs,199164.74,213124.88
Tarbosauridae,Nest with eggs,692713.18,807843.6
Unidentified,Articulated leg,268112.47,313232.79
Hadrosauridae,Skull,1200935.61,1287175.69
Thescelosauridae,Femur,264062.48,312577.74
Tarbosauridae,Articulated leg,1214054.93,1379249.6
Ceratopsidae,Skeleton,1037753.52,1155308.18
Hadrosauridae,Virtually complete skeleton,2136397.43,2366977.9
Dromaeosauridae,Nest with eggs,1070768.25,1149579.43
Ceratopsidae,Skull,762118.28,879263.53
Dromaeosauridae,Nest with eggs,1178755.86,1381071.02
Hadrosauridae,Skeleton,1861975.98,2049797.81
Tarbosauridae,Composite skeleton,2316136.95,2750664.13
Hypsilophodontidae,Nest with eggs,187882.5,205727.62
Hadrosauridae,Articulated leg,1124369.34,1347916.07
Hypsilophodontidae,Virtually complete skeleton,552107.11,602278.41
Allosauridae,Skull,1516257.55,1612147.71
Apatosauridae,Composite skeleton,9168978.82,9943002.23
Unidentified,Partial skeleton,313586.92,349014.64
Allosauridae,Composite skeleton,2789336.3,3109927.99
Tarbosauridae,Virtually complete skeleton,2692936.05,2918197.55
Ceratopsidae,Skull,746404.43,787890.87
Tyrannosauridae,Skeleton,6851737.3,7893143.1
Allosauridae,Skeleton,3277029.05,3601628.83
Tyrannosauridae,Virtually complete skeleton,8408988.53,9523419.27
Tyrannosauridae,Partial skeleton,6421413.11,7207937.23
Diplodocidae,Partial skeleton,3374935.8,3808802.67
Hypsilophodontidae,Nest with eggs,222021.39,246403.71
Apatosauridae,Skeleton,9440239.95,10664775.87
Ceratopsidae,Femur,605964.12,702338.86
Hypsilophodontidae,Composite skeleton,563531.4,621238.57
Apatosauridae,Skeleton,7621433.64,8189429.27
Thescelosauridae,Articulated leg,280984.11,300766.9
Dromaeosauridae,Partial skeleton,3188774.77,3650611.27
Diplodocidae,Skull,3209441.62,3830826.07
Allosauridae,Skull,1651683.82,1770979.08
Thescelosauridae,Partial skeleton,463505.11,500115.01
Unidentified,Partial skeleton,324110.15,362099.8
Apatosauridae,Femur,4719473.84,5026209.55
Apatosauridae,Skeleton,9188919.71,9668418.42
Diplodocidae,Nest with eggs,1234632.95,1475404.98
Allosauridae,Nest with eggs,1113394.66,1226754.09
Dromaeosauridae,Nest with eggs,1197576.55,1336037.76
Tarbosauridae,Partial skeleton,1588773.05,1755208.92
Ceratopsidae,Skeleton,1121758.79,1224185.89
Hadrosauridae,Partial skeleton,1540104.68,1708979.56
Tyrannosauridae,Skeleton,7112429.02,7686271.22
Thescelosauridae,Virtually complete skeleton,618418.1,670297.71
Ceratopsidae,Composite skeleton,1155579.25,1302618.24
Tarbosauridae,Femur,1040183.76,1247688.38
Tarbosauridae,Articulated leg,1153531.74,1335144.3
Ceratopsidae,Partial skeleton,897685.21,1053967.4
Tarbosauridae,Virtually complete skeleton,2853283.13,3372359.1
Stegosauridae,Partial skeleton,13455335.06,15679617.75
Stegosauridae,Partial skeleton,12187642.63,13418427.48
Unidentified,Virtually complete skeleton,583180.83,634919.29
Apatosauridae,Composite skeleton,9962078.99,10793721.41
Allosauridae,Virtually complete skeleton,2940739.15,3308693.96
Hypsilophodontidae,Partial skeleton,438519.29,467146.38
Tarbosauridae,Nest with eggs,814667.7,863737.03
Camptosauridae,Nest with eggs,407346.53,450354.94
Diplodocidae,Virtually complete skeleton,5091943.58,6096600.56
Camptosauridae,Articulated leg,679258.3,797081.97
Camptosauridae,Nest with eggs,378991.68,436763.9
Hadrosauridae,Partial skeleton,1414731.02,1676287.16
Stegosauridae,Composite skeleton,15572716.87,17226127.53
Apatosauridae,Articulated leg,5587928.24,6393966.78
Tyrannosauridae,Partial skeleton,4993278.81,5805095.64
Thescelosauridae,Skeleton,532091.51,572972.65
Hadrosauridae,Skull,1105417.11,1276937.62
Dromaeosauridae,Femur,1529002.9,1799628.61
Tyrannosauridae,Nest with eggs,2450754.25,2780087.78
Hadrosauridae,Virtually complete skeleton,2106037.17,2285932.53
Diplodocidae,Articulated leg,2895150.73,3402588.46
Thescelosauridae,Femur,267834.38,308103.52
Tyrannosauridae,Virtually complete skeleton,9701748.96,10910298.11
Thescelosauridae,Skull,385443.39,426343.87
Ceratopsidae,Partial skeleton,941857.12,1021696.06
Tarbosauridae,Skeleton,2310114.58,2605542.71
Tarbosauridae,Partial skeleton,1713227.52,1899204.38
Thescelosauridae,Articulated leg,306366.51,324292.26
Apatosauridae,Nest with eggs,3223061.62,3590925.01
Hypsilophodontidae,Nest with eggs,204021.08,234160.08
Tyrannosauridae,Composite skeleton,7011164.19,8101317.55
Camptosauridae,Composite skeleton,1031968.66,1226706.34
Thescelosauridae,Femur,264025.83,296982.52
Hypsilophodontidae,Femur,297603.35,312963.69
Thescelosauridae,Skull,370663.9,439086.56
Ceratopsidae,Skeleton,1246459.17,1437583.73
Diplodocidae,Virtually complete skeleton,6090819.57,6989293.65
Diplodocidae,Nest with eggs,1356823.77,1463148.91
Diplodocidae,Skull,3062569.59,3352780.72
Hadrosauridae,Virtually complete skeleton,1906305.32,2188819.53
Camptosauridae,Composite skeleton,889413.15,1062170.58
Allosauridae,Composite skeleton,2408131.14,2587501.35
Tyrannosauridae,Partial skeleton,6717215.57,7289589.47
Hadrosauridae,Femur,904982.57,1026655.14
Unidentified,Articulated leg,272582.54,305749.16
Hypsilophodontidae,Virtually complete skeleton,600729.56,646239.01
Tyrannosauridae,Articulated leg,4850024.21,5356066.98
Ceratopsidae,Virtually complete skeleton,1387458.63,1512612.96
Camptosauridae,Skeleton,1000944.1,1122793.05
Tarbosauridae,Virtually complete skeleton,2413258.34,2858979.08
Ceratopsidae,Nest with eggs,380915.92,436085.64
Unidentified,Skeleton,400252.89,458517.02
Apatosauridae,Nest with eggs,3317724.99,3512779.71
Tarbosauridae,Partial skeleton,1609497.68,1783942.2
Stegosauridae,Nest with eggs,4321018.7,4917542.19
Hypsilophodontidae,Femur,345748.7,373255.3
Ceratopsidae,Skull,899284.71,1045537.42
Allosauridae,Nest with eggs,945010.97,1045579.6
Stegosauridae,Skull,10054900.42,12040019.88
Stegosauridae,Virtually complete skeleton,16172772.57,19212572.81
Allosauridae,Composite skeleton,3177859.9,3343032.83
Tyrannosauridae,Skeleton,6987288.95,8362339.68
Apatosauridae,Femur,4777254.79,5364786.49
Tarbosauridae,Skeleton,2432439.59,2757293.7
Hypsilophodontidae,Virtually complete skeleton,679898.75,716839.85
Tyrannosauridae,Virtually complete skeleton,8892418.81,9663226.11
Hypsilophodontidae,Skull,344738.94,395855.12
Allosauridae,Virtually complete skeleton,3851716.27,4109700.23
Tarbosauridae,Composite skeleton,1946664.62,2241587.37
Dromaeosauridae,Virtually complete skeleton,3767812.43,4325858.01
Ceratopsidae,Composite skeleton,1162013.81,1307603.0
Hypsilophodontidae,Partial skeleton,485313.74,532583.39
Stegosauridae,Nest with eggs,5730869.28,6401513.76
Dromaeosauridae,Composite skeleton,3064462.94,3250895.26
Thescelosauridae,Articulated leg,311385.68,359455.46
Unidentified,Virtually complete skeleton,490131.56,568350.58
Unidentified,Virtually complete skeleton,437143.52,507905.98
Camptosauridae,Nest with eggs,310887.33,358016.07
Tarbosauridae,Skeleton,2488130.56,2614317.65
Dromaeosauridae,Skeleton,4128921.85,4849292.72
Diplodocidae,Composite skeleton,4829729.53,5207068.66
Hypsilophodontidae,Articulated leg,389872.66,467600.95
Tarbosauridae,Skeleton,1814365.14,2120557.76
Unidentified,Articulated leg,259482.87,278084.35
Camptosauridae,Articulated leg,570456.8,605413.28
Tarbosauridae,Virtually complete skeleton,2514119.21,2766159.39
Hadrosauridae,Skeleton,2119758.74,2238824.78
Hadrosauridae,Skeleton,1521465.41,1814479.31
Unidentified,Skull,268012.5,311927.31
Diplodocidae,Nest with eggs,1547971.09,1666338.1
Dromaeosauridae,Skull,2413076.12,2600227.32
Hypsilophodontidae,Virtually complete skeleton,626489.17,680426.18
Hadrosauridae,Skull,1163191.91,1281852.68
Diplodocidae,Articulated leg,2228403.58,2490522.3
Ceratopsidae,Partial skeleton,1001728.89,1141641.82
Diplodocidae,Virtually complete skeleton,4858901.38,5108322.41
Allosauridae,Composite skeleton,2914710.23,3216146.27
Tyrannosauridae,Nest with eggs,2446654.3,2909515.22
Thescelosauridae,Composite skeleton,466176.15,501128.04
Hypsilophodontidae,Skull,467036.45,494721.72
Ceratopsidae,Nest with eggs,465272.75,548172.28
Unidentified,Skull,291430.44,341885.43
Hadrosauridae,Skull,1199171.59,1313079.98
Thescelosauridae,Nest with eggs,193746.56,224265.27
Camptosauridae,Skeleton,954671.55,1094727.27
Tarbosauridae,Skeleton,2748206.06,2950836.51
Dromaeosauridae,Composite skeleton,3025954.83,3365068.05
Ceratopsidae,Partial skeleton,982758.17,1141452.93
Diplodocidae,Articulated leg,2810354.62,3225218.1
Dromaeosauridae,Nest with eggs,1038474.88,1236081.4
Thescelosauridae,Partial skeleton,390112.38,418968.11
Tyrannosauridae,Virtually complete skeleton,8433876.51,9904741.98
Hypsilophodontidae,Virtually complete skeleton,650640.43,721474.05
Allosauridae,Composite skeleton,2966861.43,3242427.63
Diplodocidae,Partial skeleton,3396224.38,4045623.95
Stegosauridae,Skeleton,14474043.78,17361365.69
Apatosauridae,Articulated leg,5339519.76,6161005.25
Hypsilophodontidae,Articulated leg,366379.92,439125.7
Tarbosauridae,Skull,1654182.75,1752117.86
Stegosauridae,Virtually complete skeleton,17218054.26,19328603.47
Unidentified,Skeleton,487206.21,567687.88
Camptosauridae,Partial skeleton,838574.25,909482.19
Apatosauridae,Virtually complete skeleton,9734753.41,10623657.85
Unidentified,Composite skeleton,392285.96,423794.95
Unidentified,Partial skeleton,272717.08,294039.95
Hypsilophodontidae,Composite skeleton,557717.76,636638.42
Stegosauridae,Composite skeleton,11568697.23,12629510.23
Ceratopsidae,Femur,687515.99,756627.63
Tyrannosauridae,Skull,4750741.88,5699295.67
Tyrannosauridae,Nest with eggs,2591484.23,2885441.74
Unidentified,Partial skeleton,326386.52,352284.35
Unidentified,Nest with eggs,189583.34,210283.69
Camptosauridae,Virtually complete skeleton,1196386.67,1346419.84
Unidentified,Virtually complete skeleton,461870.96,489317.87
Allosauridae,Skull,2270378.38,2709402.51
Camptosauridae,Skeleton,978533.32,1163761.87
Thescelosauridae,Femur,284047.53,333051.66
Tyrannosauridae,Virtually complete skeleton,9318484.07,9853670.03
Hadrosauridae,Composite skeleton,1535690.59,1827835.45
Stegosauridae,Skull,9178264.45,10749205.9
Camptosauridae,Composite skeleton,937011.78,1072122.94
Stegosauridae,Composite skeleton,16757405.38,18517191.13
Hypsilophodontidae,Virtually complete skeleton,593670.74,634939.89
Allosauridae,Femur,1642326.27,1888739.98
Diplodocidae,Articulated leg,2892457.78,3263831.37
Tyrannosauridae,Skull,5134132.89,5549113.32
Camptosauridae,Articulated leg,637388.88,721278.21
Thescelosauridae,Partial skeleton,425300.54,487333.28
Tarbosauridae,Nest with eggs,793156.71,845566.36
Allosauridae,Articulated leg,2081857.44,2262062.27
Ceratopsidae,Femur,624601.4,688007.42
Diplodocidae,Nest with eggs,1525694.92,1809193.4
Hadrosauridae,Composite skeleton,1797563.92,1921875.43
Allosauridae,Composite skeleton,2629353.86,2919871.89
Ceratopsidae,Articulated leg,716475.22,810362.3
Ceratopsidae,Partial skeleton,1043903.8,1107079.17
Stegosauridae,Femur,9178212.97,10101430.38
Hypsilophodontidae,Partial skeleton,412634.55,452559.94
Tarbosauridae,Articulated leg,1356968.0,1468192.65
Tarbosauridae,Skeleton,2017817.76,2276991.43
Stegosauridae,Articulated leg,8296547.82,9875745.4
Camptosauridae,Composite skeleton,1094626.76,1268184.92
Tarbosauridae,Virtually complete skeleton,2446444.9,2813626.09
Stegosauridae,Nest with eggs,3998178.64,4529006.47
Camptosauridae,Skeleton,1155692.5,1283925.89
Ceratopsidae,Articulated leg,702538.6,739661.35
Unidentified,Skull,276326.62,327368.33
Apatosauridae,Composite skeleton,7531220.42,8926788.55
Tarbosauridae,Skull,1549545.07,1651550.92
Tarbosauridae,Femur,1000385.13,1093392.49
Tyrannosauridae,Nest with eggs,2498871.68,2765994.6
Diplodocidae,Articulated leg,2750911.19,3209091.08
Unidentified,Skull,360850.66,387066.64
Diplodocidae,Femur,2669105.92,3124635.09
Tyrannosauridae,Virtually complete skeleton,7245459.33,8603761.56
Allosauridae,Partial skeleton,2463709.69,2676933.19
Tarbosauridae,Virtually complete skeleton,2799225.93,3012682.46
Stegosauridae,Virtually complete skeleton,15358890.13,17521782.08
Hypsilophodontidae,Articulated leg,341213.77,380985.78
Diplodocidae,Nest with eggs,1704165.39,1923887.77
Dromaeosauridae,Skeleton,3582297.14,3898186.87
Tyrannosauridae,Partial skeleton,5904891.86,6269689.83
Thescelosauridae,Articulated leg,297126.26,319525.99
Hadrosauridae,Skull,1051757.36,1253749.54
Dromaeosauridae,Skull,2446760.1,2868573.62
Tarbosauridae,Skull,1438243.78,1598390.29
Apatosauridae,Virtually complete skeleton,10114026.92,10869924.32
Ceratopsidae,Skeleton,1300268.85,1399619.93
Apatosauridae,Nest with eggs,3132406.33,3651447.35
Allosauridae,Skeleton,2950477.83,3151271.95
Thescelosauridae,Partial skeleton,408348.7,438943.76
Camptosauridae,Femur,572024.91,604217.99
Dromaeosauridae,Composite skeleton,3354567.26,3915189.68
Tarbosauridae,Skull,1486491.33,1568086.64
Unidentified,Skeleton,398438.8,460186.05
Thescelosauridae,Skull,360298.51,396656.83
Stegosauridae,Partial skeleton,12632035.27,14267506.76
Dromaeosauridae,Composite skeleton,3517624.05,3965640.91
Apatosauridae,Composite skeleton,7793103.07,8612966.81
Dromaeosauridae,Virtually complete skeleton,4105405.35,4541187.42
Apatosauridae,Virtually complete skeleton,11069029.57,12202339.3
Camptosauridae,Nest with eggs,359668.31,406487.32
Hypsilophodontidae,Articulated leg,268018.03,290783.2
Diplodocidae,Nest with eggs,1546796.83,1744322.81
Apatosauridae,Partial skeleton,6467359.4,7575569.42
Ceratopsidae,Composite skeleton,1067380.19,1183729.92
Apatosauridae,Nest with eggs,2460588.31,2829789.01
Dromaeosauridae,Nest with eggs,1331421.76,1533816.81
Hadrosauridae,Articulated leg,1034905.71,1214377.06
Ceratopsidae,Composite skeleton,1090509.39,1267208.69
Tarbosauridae,Femur,1308627.45,1517918.9
Ceratopsidae,Femur,644181.09,710740.99
Camptosauridae,Skeleton,1032505.66,1200343.52
Allosauridae,Skull,2323481.04,2613379.45
Ceratopsidae,Skeleton,1226049.3,1343259.63
Hypsilophodontidae,Femur,263285.62,301620.4
Allosauridae,Skull,2102138.1,2391868.71
Tarbosauridae,Partial skeleton,1775530.12,2084095.18
Tarbosauridae,Composite skeleton,2494425.07,2942971.63
Tarbosauridae,Skull,1595650.46,1865255.82
Tyrannosauridae,Virtually complete skeleton,8578084.81,10132924.11
Thescelosauridae,Virtually complete skeleton,635703.46,713936.64
Thescelosauridae,Partial skeleton,395639.05,425096.38
Camptosauridae,Partial skeleton,835377.7,934873.84
Ceratopsidae,Nest with eggs,339230.15,359083.56
Camptosauridae,Articulated leg,708212.89,835383.04
Allosauridae,Partial skeleton,2592424.03,2816791.6
Unidentified,Composite skeleton,399015.2,439893.2
Allosauridae,Skull,2271323.08,2388086.96
Unidentified,Articulated leg,291662.42,320189.2
Apatosauridae,Skull,5937374.52,6483040.67
Diplodocidae,Articulated leg,2533101.63,2970384.53
Hypsilophodontidae,Articulated leg,435400.14,499345.25
Dromaeosauridae,Nest with eggs,1201744.16,1313233.47
Dromaeosauridae,Skeleton,3534859.8,3729530.11
Diplodocidae,Skull,2924385.17,3330748.25
Unidentified,Articulated leg,295335.64,343879.69
Allosauridae,Composite skeleton,2381705.27,2554510.83
Apatosauridae,Femur,4530430.51,4879089.56
Apatosauridae,Skull,6091741.98,7304834.68
Ceratopsidae,Skull,885503.88,995806.17
Stegosauridae,Articulated leg,10003940.48,10653381.51
Ceratopsidae,Skeleton,1273912.43,1353107.51
Hypsilophodontidae,Skeleton,750862.98,839185.72
Apatosauridae,Skull,5828984.39,6680332.1
Thescelosauridae,Nest with eggs,159343.32,183311.12
Unidentified,Skeleton,478726.54,574172.52
Hypsilophodontidae,Partial skeleton,462645.6,521705.78
Stegosauridae,Articulated leg,9151951.77,9766079.08
Hadrosauridae,Virtually complete skeleton,2008361.89,2194440.15
Hadrosauridae,Skeleton,1671852.64,1906304.97
Ceratopsidae,Femur,720333.08,806755.51
Hadrosauridae,Femur,858567.39,999030.45
Tarbosauridae,Skeleton,2074628.29,2475482.66
Hadrosauridae,Partial skeleton,1532304.07,1673819.97
Tyrannosauridae,Composite skeleton,7343658.95,8183980.49
Apatosauridae,Nest with eggs,3241212.09,3687539.32
Ceratopsidae,Virtually complete skeleton,1413815.68,1627045.72
Stegosauridae,Virtually complete skeleton,16465549.36,18492854.14
Hadrosauridae,Skull,1244612.99,1335280.58
Unidentified,Femur,259799.0,274071.46
Stegosauridae,Virtually complete skeleton,17873867.82,20210296.22
Ceratopsidae,Composite skeleton,1112665.6,1187414.73
Apatosauridae,Nest with eggs,2219883.86,2637208.58
Stegosauridae,Femur,7691786.56,8377174.82
Diplodocidae,Skeleton,4545714.59,5068114.57
Tarbosauridae,Femur,1295076.34,1475485.75
Tyrannosauridae,Composite skeleton,6973503.87,8280028.19
Hadrosauridae,Nest with eggs,561203.03,638311.17
Hadrosauridae,Skeleton,1686853.99,1860749.78
Thescelosauridae,Skull,347840.79,378519.03
Unidentified,Femur,232487.71,248311.91
Apatosauridae,Skull,5614548.28,6334644.73
Tarbosauridae,Composite skeleton,2264968.09,2386412.81
Hadrosauridae,Composite skeleton,1555645.59,1758837.25
Unidentified,Femur,196639.21,234299.04
Diplodocidae,Composite skeleton,4025457.25,4577034.73
Apatosauridae,Partial skeleton,7568286.22,8716364.77
Ceratopsidae,Partial skeleton,776354.03,924831.5
Camptosauridae,Skull,774742.89,858910.69
Thescelosauridae,Virtually complete skeleton,537293.07,590932.75
Ceratopsidae,Skeleton,1289437.74,1444168.69
Allosauridae,Virtually complete skeleton,3269818.02,3685123.78
Stegosauridae,Femur,8594773.99,9683136.8
Hadrosauridae,Skeleton,1769900.66,1969970.31
Hypsilophodontidae,Partial skeleton,524598.44,580691.07
Camptosauridae,Virtually complete skeleton,1291003.92,1376646.98
Dromaeosauridae,Skull,2381238.18,2551033.93
